hgnc_symbol	SLA1216	SLA2015_281116	SLA3014	SLA3315	SLA416	SLA615	SLA715	c258	c757	c840	c844
FLJ16779	0	0	0	0.02	0	0	0	0	0	0	0
FLJ20021	0	0.13	0.6	0	2.27	0.42	0.17	0	0	0	0
FLJ21408	0.06	0.03	0	0	0	0.7	0	0	0	0	0
FLJ22447	1.11	0.08	0	0.94	0.09	0.3	0.11	0	0.04	0.14	0
FLJ22763	0.22	0	0	0	0	0	0	0	0	0	0
FLJ26245	0	0	0	0	0	0	0	0	0	0	0
FLJ27354	0.41	1.52	0	1.28	0.22	0.4	0.81	0	0.03	0.3	0
FLJ30679	0.15	0.05	0	0	0	0	0	0	0	0	0
FLJ31104	0	0.23	0	0.24	0	0	0.05	0	0.01	0	0
FLJ31356	0.16	0.06	0	0	0	0	0	0	0	0	0
FLJ31662	0.16	0	0	0	0	0	0	0	0	0	0
FLJ33360	0.25	0	0.16	0.39	0	0	0	0	0	0	0
FLJ33581	0	0	0	0	0	0	0	0	0	0	0
FLJ35934	0.97	0	0	0	0	0	0	0	0	0	0
FLJ36000	0.04	0	0	0	0	0	0	0	0	0	0
FLJ37035	0.17	0	0	0	0	0	0	0	0	0	0
FLJ37453	0.3	0.36	0.47	0.32	0	0.05	0.27	0	0	0	0
FLJ37505	0	0	0	0	0	0	0	0	0	0	0
FLJ38576	0	0	0	0	0.06	0	0	0	0.01	0.09	0
FLJ40194	0.76	0	0	0	0	0	0	0	0	0	0
FLJ40288	0	0	0	0	0	0	0	0	0	0	0
FLJ41941	0	0	0	0	0	0	0	0	0	0	0
FLJ42102	0	0	0	0	0	0	0	0	0	0	0
FLJ42393	0	0.35	0.69	1.07	0	0.47	0.8	0.12	0.06	0	0
FLJ42969	0	0	0	0	0	0	0	0	0	0	0
FLJ43879	0.21	0	0	0	0	0	0	0	0	0	0
FLJ45079	0	0	0	0	0	0	0.02	0	0	0	0
FLJ46066	0.25	0	0	0	0	0	0	0	0	0	0
FLJ46284	0.3	0.04	0	0.06	0	0.05	0	0	0.01	0	0
FLNA	39.74	199.32	117.16	140.84	43.19	13.43	69.03	3.91	4.34	5.29	0.94
FLNB	0.24	2.59	2.47	2.92	1.19	0.68	0.93	0.04	0.09	0.03	0.03
FLNB-AS1	0	0.38	0	0.23	0.14	0	0.06	0	0.02	0.06	0
FLNC	0	0	0.08	0	0	0	0	0	0	0	0
FLOT1	2.97	5.97	4.83	12.71	1.74	2.92	5.22	0.87	0.67	0.39	0.95
FLOT2	4.66	10.51	11.24	12.4	3.85	4.26	7.15	0.11	0.52	0.35	0
FLRT1	0.07	0.09	0	0.1	0	0.03	0.12	0	0	0	0
FLRT2	0.14	0	0	0	0	0	0	0	0	0	0
FLRT3	0.82	0	0	0	0	0	0	0	0	0	0
FLT1	0.29	0.05	0.17	0.07	0.21	0.08	0.06	0	0	0.03	0
FLT1P1	0	0.07	0	0	0	0	0	0	0	0	0
FLT3	1.61	0.07	1.15	1.61	0	0.21	0.21	0.07	0.03	0.12	0.06
FLT3LG	0.34	8.79	2.84	9.12	0.92	2.57	3.48	0	0.27	0	0
FLT4	0.19	0.36	0.9	0.52	0.62	0.06	0.35	0	0.03	0	0
FLVCR1	0.3	1.05	0.06	2.51	0.15	0.27	0.77	0	0.04	0.49	0
FLVCR1-AS1	0	0.22	0	0	0	0	0.15	0	0	0	0
FLVCR2	0	0.28	0	1.19	0	0.41	0.41	0	0.01	0.06	0
FLYWCH1	1.61	6.05	5.91	4.35	1.59	0.87	3.97	0.19	0.18	0.06	0
FLYWCH1P1	0	0	0	0	0	0	0	0	0	0	0
FLYWCH2	0	0.99	3.31	0.68	1.12	0.32	0.73	0	0	0	0
FMC1	0	0.16	0	0	1.31	0.21	0	0	0	0	0
FMN1	0.31	0.82	2.26	0.35	0.16	0.42	1.2	0.07	0.26	0.51	0
FMN2	0.15	0	0	0	0	0	0	0	0	0	0
FMNL1	8.49	22.08	35.4	57.3	7.84	18.58	29.59	4.04	1.96	1.45	0.18
FMNL2	0.08	0.74	1.77	0.56	0.23	0.55	0.25	0	0.09	0.04	0
FMNL3	0.26	3.16	3.37	4.65	0.44	1.87	1.59	0.1	0.2	0.05	0.17
FMO1	0.05	0	0	0	0	0	0	0	0	0	0
FMO10P	0	0	0	0	0	0	0	0	0	0	0
FMO11P	0	0	0	0	0	0	0	0	0	0	0
FMO2	1.35	0	0	0	0	0.03	0	0	0	0	0
FMO3	0	0	0	0.2	0	0.47	0.05	0	0	0	0
FMO4	0.2	1	0	2.49	0	0.68	0.39	0	0	0	0
FMO5	0.57	1.94	0.73	2.12	0.34	0.83	1.31	0	0.08	0	0
FMO6P	0.31	0	0	0	0	0.06	0	0	0	0	0
FMO7P	0	0	0	0	0	0	0	0	0	0	0
FMO8P	0	0	0	0	0	0	0	0	0	0	0
FMO9P	0	0	0	0	0	0	0	0	0	0	0
FMOD	0	0	0.12	0	0	0.38	0	0	0	0	0
FMR1	0.79	7.27	9.04	13.37	1.81	3.49	3.14	0	0.7	0.42	0.68
FMR1-AS1	0	0	0	0.16	0	0	0	0	0	0	0
FMR1-AS1_2	0	0	0	0	0	0	0	0	0	0	0
FMR1-IT1	0	0	0	0	0	0	0	0	0	0	0
FMR1NB	0	0	0	0	0	0	0	0	0	0	0
FN1	0.93	1.01	0	2.51	1.29	0.57	0.36	0	0.01	0	0
FN3K	1.73	1.78	0	0.6	0	0.09	0.09	0	0	0	0
FN3KRP	0	2.26	4.91	2.08	0.66	1.88	1.01	0	0.11	0.16	0
FNBP1	3.38	28.79	28.17	42.75	3.87	17.52	16.28	0.87	4.31	7.15	0.89
FNBP1L	0.49	3.56	0.39	2.44	0.3	1.06	0.38	0	0.04	0	0
FNBP1P1	0.23	0.23	1	0.21	0	0.24	0.23	0	0.05	0	0
FNBP4	6.66	24.75	33.14	38.86	4.66	32.2	24.13	0.53	2.17	1.51	0.09
FNDC1	0	0	0	0	0	0	0	0	0	0	0
FNDC1-IT1	0	0	0	0	0	0	0	0	0	0	0
FNDC10	0	0.13	0.38	0.26	0	0	0.11	0	0	0	0
FNDC11	0	0.09	0	0.27	0.1	0	0	0	0	0	0
FNDC3A	0.61	5.11	1.82	8.12	1.89	4.31	2.93	0.13	0.21	0.23	0.04
FNDC3B	0.9	6.56	15.62	15.83	2.57	11.27	5.56	0.18	1	0.53	0.94
FNDC3CP	0	0	0	0	0	0	0	0	0	0	0
FNDC4	0	0	0	0	0	0	0	0	0	0	0
FNDC5	0	0.12	0	0.09	0	0.84	0.08	0	0	0.31	0
FNDC7	0.28	0.05	0	0	0	0.03	0	0	0.01	0	0
FNDC8	0	0.13	0	0	0	0	0	0	0	0	0
FNDC9	0	3.13	1.97	2.52	0.24	1.01	0.95	0	0.06	0	0
FNIP1	2	3.42	3.03	6.26	2.38	1.81	2.17	0.84	0.42	0.93	0.14
FNIP2	0.32	1.69	1.09	2.13	0.22	0.86	2.08	0.12	0.2	0	0.18
FNTA	1.51	6.01	4.94	13.68	2.4	3.88	3.4	0	0.39	0.19	0.05
FNTAL1	0.14	0	0	0	0	0	0	0	0	0	0
FNTAP2	0	0.17	0	1.94	0	0.48	0	0	0	0	0
FNTB	3.96	2.36	3.17	2.18	0.35	0.53	3.35	0	0.14	0	0
FO538757.1	0.48	1.41	1.18	3.15	0.63	0.12	0.67	0	0.1	0	0
FO538757.2	3.36	0.54	0	0.39	0	0	0	0.43	0	0.38	0
FOCAD	3.67	6.11	2.13	5.29	0.64	2.37	1.42	0	0.14	0.04	0
FOCAD-AS1	0	1.08	0	1.44	0	0	0	0	0	0	0
FOLH1	0.15	0	0	0	0	0	0	0	0	0	0
FOLH1B	0	0	0	0	0	0	0	0	0	0	0
FOLR1	0	0	0	0	0	0	0	0	0	0	0
FOLR2	0	0	0	0.67	0	0	0.49	0	0	0	0
FOLR3	0	0.1	0	0.4	0.23	0	0	0	0	0	0
FOPNL	5.12	2.69	2.22	5.07	0.3	1.49	2.26	0.13	0.11	0.11	0
FOS	10.79	8.38	72.93	102.34	13.62	11.39	33.22	6.34	6.42	3.6	2.01
FOSB	2.49	1.69	8.42	6.41	2.21	0	1.04	3.59	2.86	2.01	1.73
FOSL1	0	0.52	0.38	0.26	0.28	0	0	0	0.08	0	0.62
FOSL1P1	0	0	0	0	0	0	0.16	0	0	0	0
FOSL2	1.98	3.27	4.22	5.81	2.53	2.21	6.71	0.66	0.97	0.93	0.16
FOXA1	0.05	0.05	0	0	0	0	0	0	0.03	0	0
FOXA2	0.5	0	0	0	0	0	0	0.11	0	0	0
FOXA3	0	0	0	0	0	0	0	0	0	0	0
FOXB1	0	0	0	0	0	0	0	0	0	0	0
FOXB2	0	0	0	0	0	0	0	0	0	0	0
FOXC1	0.19	0.11	0	0.07	0	0.03	0.06	0	0.02	0	0
FOXC2	0	0	0	0	0	0	0	0	0	0	0
FOXC2-AS1	0	0	0	0	0	0	0	0	0	0	0
FOXCUT	0	0	0	0	0	0	0	0	0	0	0
FOXD1	0	0	0	0	0	0	0	0	0	0	0
FOXD1-AS1	0	0	0	0	0	0	0	0	0	0	0
FOXD2	0	0	0	0.11	0	0.05	0.02	0	0	0	0
FOXD2-AS1	0	0.49	0	0.37	0.24	0.23	0.04	0	0	0	0
FOXD3	0	0	0	0	0	0	0	0	0	0	0
FOXD3-AS1	1.04	0	0	0	0	0	0	0	0	0	0
FOXD4	0.46	0.05	0	0	0	0	0	0	0	0	0
FOXD4L1	0	0	0.16	0	0	0	0	0	0	0	0
FOXD4L3	0	0	0	0	0	0	0	0	0	0	0
FOXD4L4	0	0	0	0	0	0	0	0	0	0	0
FOXD4L5	0.14	0	0	0	0	0	0	0	0	0	0
FOXD4L6	0	0.04	0	0.07	0	0	0	0	0	0	0
FOXE1	0	0.13	0	0	0	0	0.03	0	0	0	0
FOXE3	0	0	0	0	0	0.06	0	0	0	0	0
FOXF1	0	0	0	0	0	0	0	0	0	0	0
FOXF2	0	0	0	0	0	0	0	0	0	0	0
FOXG1	0	0	0	0	0	0	0	0	0	0	0
FOXG1-AS1	0	0	0	0	0	0	0	0	0	0	0
FOXH1	0	0.17	0	0	0	0.61	0	0	0	0	0
FOXI1	0	0	0	0	0	0	0	0	0	0	0
FOXI2	0	0	0	0	0	0	0	0	0	0	0
FOXI3	0	0	0	0	0	0	0	0	0	0	0
FOXJ1	0	0.07	0	0.05	0	0	0	0	0	0	0
FOXJ2	0.29	1.68	1.49	4.01	0.26	1.26	1.03	0.05	0.14	0.19	0
FOXJ3	1.15	6.96	10.86	16.54	1.5	5.43	4.37	0.85	0.76	0.9	0
FOXK1	0.81	2.43	2.72	2.9	0.82	0.77	3.11	0	0.12	0.12	0.02
FOXK2	0.35	6.66	5.74	6.56	0.53	2.58	3.45	0	0.72	0.05	0
FOXL1	0	0	0	0	0	0	0	0	0	0	0
FOXL2	0	0	0	0	0	0	0	0	0	0	0
FOXL2NB	0.28	0	0	0	0	0	0	0	0	0	0
FOXM1	0.45	0.98	0.22	0.39	0.43	0.6	0.82	0	0	0	0
FOXN1	0.04	0	0	0	0	0	0	0	0	0	0
FOXN2	1.63	5.58	3.12	8.76	1.42	5.56	3.06	0	0.24	0.41	0.28
FOXN3	3.61	13.89	11.3	24.22	8.6	6.83	10.76	0.11	0.94	4.79	1.52
FOXN3-AS1	0	0.44	0.81	0.83	0.15	0.61	0.12	0	0	0	0
FOXN3-AS2	0	2.07	1.34	4.14	0	0.91	1.06	0	0.27	0	0
FOXN3P1	0	0	0	0	0	0	0	0	0	0	0
FOXN4	0	0	0	0	0	0	0	0	0	0	0
FOXO1	0.33	4.82	4.78	7.8	1.22	3.36	2.87	0.05	0.55	0.51	0.08
FOXO1B	0	0	0	0	0	0	0	0	0	0	0
FOXO3	1.95	3.89	4.26	6.01	1.59	1.61	2.93	0.31	0.23	0.29	0.09
FOXO3B	0.46	0.28	0.78	0.65	0	0	0.53	0	0	0	0
FOXO4	1.26	1.19	2.79	3.3	0.8	0.86	1.32	0.08	0.03	0	0
FOXO6	0	0	0	0	0	0	0	0	0	0	0
FOXP1	3.7	28.94	10.83	38.67	4.44	16.2	16.23	0.83	2.59	4.02	0.53
FOXP1-AS1	0.49	0.73	0	0.48	0.75	0.21	0	0	0.03	0	0
FOXP1-IT1	0.08	0.94	0.22	1.51	0	0.65	0.56	0	0.03	0	0
FOXP2	1.25	0	0	0	0	0	0	0	0	0	0
FOXP3	0	0.65	0.87	0.52	0.07	0.32	0.48	0	0.03	0	0
FOXP4	0.09	0.42	1.12	0.66	0.29	0.15	0.77	0	0.02	0.07	0
FOXP4-AS1	0	0	0	0	0	0	0	0	0	0	0
FOXQ1	0	0	0	0	0	0	0	0	0	0	0
FOXR1	0	0	0	0	0	0	0	0	0	0	0
FOXR2	0	0	0	0	0	0	0	0	0	0	0
FOXRED1	0	2.13	3.63	3.39	1.03	1.13	2.29	0	0.15	0.33	0.07
FOXRED2	0.18	0.08	0.3	0.32	0.12	0.07	1	0	0.01	0	0
FOXS1	0.24	0	0	0	0	0	0	0	0	0	0
FP325317.1	0.73	0	0	0	0	0	0	0	0	0	0
FP325331.1	0.23	0.6	1.82	1.24	0.23	0.73	1.13	0	0.06	0	0
FPGS	1.73	8.83	5.71	7.83	0.76	1.99	3.34	0	0.1	0	0
FPGT	0.54	1.31	0.41	1.25	0.09	0.72	0.61	0	0.02	0	0
FPGT-TNNI3K	0.76	0.07	1.78	0.1	0	0.54	0.08	0	0	0	0
FPR1	2.7	1.9	4.5	8.2	2.84	3.29	3.7	0.41	0.53	1.08	0.75
FPR2	1.68	0.3	2.4	2.46	1.03	0.3	1.15	0	0.04	0	0
FPR3	0	0.08	0.18	0.61	0	0.18	0	0.12	0.16	0.3	0.21
FRA10AC1	0.87	2.81	1.03	5.97	0.21	2.4	0.91	0.09	0.19	0.53	0.05
FRAS1	0.29	0.01	0	0	0	0	0	0	0	0	0
FRAT1	0.22	0.8	1.18	0.95	0.28	0.23	0.38	0	0.01	0	0
FRAT2	3.05	0.81	1.78	2.75	0.89	0.75	1.54	0	0.01	0.1	0
FREM1	0.3	0	0.47	0.24	0	0	0	0	0	0	0
FREM2	0.1	0	0	0	0	0	0	0	0	0	0
FREM2-AS1	0	0	0	0	0	0	0	0	0	0	0
FREM3	0.04	0.01	0	0	0	0.02	0.02	0	0	0	0
FRG1	1.41	7.58	3.66	7.93	1.13	2.16	2.3	0	0.5	1.14	0.37
FRG1BP	0.22	2.76	0.63	2.37	0.22	1.31	0.18	0	0.04	0.35	0
FRG1CP	0.44	1.7	3.09	4.89	0.22	1.29	1.42	0	0.13	0.34	0
FRG1DP	0	0.28	0	0	0	0	0	0	0.03	0	0
FRG1EP	0	0.37	0	0	0	0.37	0	0	0	0	0
FRG1FP	0	0.13	0	0	0	0	0	0	0	0	0
FRG1GP	0	0.3	0	0.21	0	0	0	0	0	0	0
FRG1HP	0.48	2.29	1.43	5.98	1.39	2.43	1.88	0.36	0.04	0.31	0
FRG1JP	0	0	0	0	0	0	0	0	0	0	0
FRG1KP	0	0	0	0	0	0	0	0	0	0	0
FRG2	0	0	0	0	0	0	0	0	0	0	0
FRG2B	0	0	0	0.06	0	0	0	0	0	0	0
FRG2C	0.07	0	0	0	0	0	0	0	0	0	0
FRG2DP	0	0	0	0	0	0	0	0	0	0	0
FRG2EP	0	0	0	0	0	0	0	0	0	0	0
FRG2FP	0	0	0	0	0	0	0	0	0	0	0
FRG2GP	0	0	0	0	0	0	0	0	0	0	0
FRG2HP	0	0	0	0	0	0	0	0	0	0	0
FRG2IP	0	0	0	0	0	0	0	0	0	0	0
FRG2JP	0	0	0	0	0	0	0	0	0	0	0
FRG2KP	0	0	0	0	0	0	0	0	0	0	0
FRG2LP	0	0	0	0	0	0	0	0	0	0	0
FRG2MP	0	0	0	0	0	0	0	0	0	0	0
FRGCA	0	0	0	0	0	0	0	0	0	0	0
FRK	0.16	0.01	0	0.01	0	0.02	0.02	0	0	0	0
FRMD1	0.12	0	0	0	0	0	0	0	0	0	0
FRMD3	10.26	6.45	1.69	2.05	2.68	0.73	1.33	0	0.04	0.04	0
FRMD4A	0.78	0.77	0.2	2.04	0.14	0.36	0.64	0	0	0	0
FRMD4B	4.27	28.88	7.22	9.62	2.16	3.28	6.32	0	0.5	0.55	0
FRMD5	0.04	0.37	0	0.35	0.07	0.14	0.23	0	0	0	0
FRMD6	0.09	0.17	0	0	0.04	0	0	0	0	0	0
FRMD6-AS1	0	0	0	0	0	0	0.05	0	0	0	0
FRMD6-AS2	0	0	0	0	0	0	0	0	0	0	0
FRMD7	0.05	0.03	0	0	0.05	0	0	0	0.01	0	0
FRMD8	1.33	1.12	6.22	1.89	2.25	0.78	1.94	0.15	0.14	0	0
FRMD8P1	0	0	0	0	0	0	0	0	0	0	0
FRMPD1	0.09	0	0	0	0.09	0	0	0	0	0	0
FRMPD2	0	0	0	0	0	0	0	0	0	0	0
FRMPD2B	0	0	0	0	0	0	0	0	0	0	0
FRMPD3	0.28	0.23	0.59	0.7	0.04	0.23	0.11	0	0	0	0.1
FRMPD3-AS1	0	0.25	0	0	0	0	0	0	0	0	0
FRMPD4	0.02	0	0	0	0	0	0	0	0	0	0
FRMPD4-AS1	0	0	0	0	0	0	0	0	0	0	0
FRRS1	0.06	0.2	0	0.5	0	0.3	0.04	0	0.02	0	0
FRRS1L	0.14	0	0	0	0	0	0	0	0	0	0
FRS2	0.09	1.55	1.84	3.97	0.36	2.68	1.56	0.08	0.13	0.39	0.07
FRS3	0	0.7	2.53	0.32	0.07	0.06	0.68	0	0	0	0
FRY	0.21	0.96	3.51	3.52	0.47	1.79	1.84	0.07	0.21	0.23	0.42
FRY-AS1	0	0	0.39	0.4	0	0.12	0.56	0	0	0	0
FRYL	5.16	17.82	10.55	23.78	3.19	9.84	10.69	0.5	1.4	1.52	0.19
FRZB	0	0	0	0	0	0	0	0	0	0	0
FSBP	0.41	0.27	0	0.2	0.14	0.06	0.2	0	0.04	0	0
FSCB	0	0	0	0	0	0	0	0	0	0	0
FSCN1	0.38	0.16	0	0.69	0.14	0	0.32	0	0.01	0	0
FSCN1P1	0	0	0	0	0	0	0	0	0	0	0
FSCN2	0	0.32	0.26	0	0	0	0.27	0	0	0	0
FSCN3	0.97	0	0	0.06	0	0	0.05	0	0	0	0
FSD1	0	0.15	0.26	0.9	0	0	0	0	0	0	0
FSD1L	0.35	0.34	2.55	0.41	0	0.43	0.26	0	0.02	0	0
FSD2	0	0	0	0	0	0.26	0.02	0	0	0	0
FSHB	0.45	0	0	0	0	0	0	0	0	0	0
FSHR	0	0	0	0	0	0	0	0	0	0	0
FSIP1	0.21	0.03	0	0.14	0.11	0.04	0	0	0	0	0
FSIP2	0.33	0.11	0.67	0.1	0.05	0.06	0.06	0	0.01	0	0
FSIP2-AS1	0	0	0	0	0	0	0	0	0	0	0
FST	0	0	0	0	0	0.21	0	0	0	0	0
FSTL1	2.55	16.97	2.69	2.3	1.24	0.18	1.42	0.04	0	0	0
FSTL3	0	0.54	0.18	0.13	0.31	0.06	0.64	0	0	0	0
FSTL4	0.38	0.25	0	0.23	0.03	0	0	0	0	0.09	0
FSTL5	0.15	0	0	0	0	0	0	0	0	0	0
FTCD	0	0	0	0.12	0	0.16	0	0	0	0	0
FTCD-AS1	0	0	0	0	0	0	0	0	0	0	0
FTCDNL1	0.08	0	0	0.21	0	0.24	0.11	0	0	0.11	0
FTH1	555.38	564.18	205.9	389.23	155.3	89.58	119.31	13.32	42.63	44.77	8.37
FTH1P1	0.35	0.21	1.04	0.72	0	1.55	0	0	0	0	0
FTH1P10	0	0.63	0.99	1.7	0	0.6	0.85	0	0	0.55	0
FTH1P11	0	0.82	0	0.68	0.73	0.59	0.28	0	0	0	0
FTH1P12	0	0	0	0	0	0	0	0	0	0	0
FTH1P14	0	0	0	0	0	0	0	0	0	0	0
FTH1P15	0	0	0	0	0	0	0	0	0	0	0
FTH1P16	0	1.18	2.95	0.34	0	0.87	1.41	0	0.04	0	0
FTH1P18	0	0	0	0	0	0	0	0	0	0	0
FTH1P19	0	0	0	0	0	0	0	0	0	0	0
FTH1P2	1.7	0.49	0	0	0	0.47	0	0	0.16	0	0
FTH1P20	0	0	1.99	0.69	0.89	0	0.29	0	0	0.55	0
FTH1P21	0	0	0	0	0	0	0	0	0	0	0
FTH1P22	1.42	0	3.23	0.37	0	0.64	0.93	0	0	0	0
FTH1P23	0	0.2	0	0	0	0	0	0	0	0	0
FTH1P24	0	0.25	0	5.86	0	0	1.12	0	0	0	0
FTH1P25	0.82	0.24	0	0.44	0	0	0	0	0	0	0
FTH1P26	0	0	0	0	0	0	0	0	0	0	0
FTH1P27	0	0	0	0	0	0	0	0	0	0	0
FTH1P3	0.31	1.1	0	1.25	0.31	0.27	1.3	0	0.08	0	0
FTH1P4	0	2.36	0	3.38	0.34	0.58	1.41	0	0.18	0.54	0
FTH1P5	0	0	0	0	0	0	0	0	0	0	0
FTH1P6	0	0	0	0	0	0	0	0	0	0	0
FTH1P7	1.44	0.26	0	0	0.36	0	0	0	0.05	0	0
FTH1P8	2.17	0.9	0	1.14	0.74	0.65	0.32	0	0.05	0.6	0
FTH1P9	0	0	0	0	0	0	0	0	0	0	0
FTHL17	0	0	0	0	0	0	0	0	0	0	0
FTL	145.93	160.68	155.88	306.52	143.07	41.81	123.41	4.4	3.28	4.94	2.13
FTLP1	0	0	0	0	0	0	0	0	0	0	0
FTLP10	0	0	0	0	0	0	0	0	0	0	0
FTLP12	0	0	0	0	0	0	0	0	0	0	0
FTLP13	0	0	0	0	0	0	0	0	0	0	0
FTLP14	0	0	0	0	0	0	0	0	0	0	0
FTLP15	0	0.21	0	1.44	0.71	0	0.3	0	0	0	0
FTLP16	0	0	0	0	0	0	0	0	0	0	0
FTLP17	0	0	0	0	0	0	0	0	0	0	0
FTLP18	0	0	0	0	0	0	0	0	0	0	0
FTLP19	0	0	0	0	0	0	0	0	0	0	0
FTLP2	0	0	0	0	0	0	0	0	0	0	0
FTLP3	0	0	1.05	1.45	0	0.31	0.91	0	0	0	0
FTLP4	0	0	0	0	0	0	0	0	0	0	0
FTLP5	0	0	0	0	0	0	0	0	0	0	0
FTLP6	0	0.57	0	0	0	0.45	0.88	0	0.06	0	0
FTLP8	0	0	0	0	0	0	0	0	0.13	0	0
FTMT	0	0	0	0	0	0	0	0	0	0	0
FTO	1.64	4.67	5.48	8.41	1.91	3.45	3.92	0.18	0.4	0.19	0.24
FTOP1	0.57	0.57	0.53	0	0	0.64	0	0	0	0	0
FTSJ1	2.39	1.43	3.38	3.91	1.58	0.72	1.29	0	0.21	0	0
FTSJ3	0.6	3.35	3.63	4	1.41	3.94	3.22	0	0.31	0.06	0
FTX	2.02	8.71	3.49	14.32	1.1	8.17	8.45	0	0.32	0.54	0.09
FTX_1	0	0	0	0	0	0	0	0	0	0	0
FTX_2	0	0	0	0	0	0	0	0	0	0	0
FTX_3	0	0	0	0	0	0	0	0	0	0	0
FTX_4	0	0	0	0	0	0	0	0	0	0	0
FTX_5	0	2.34	0	5.75	0	0	0	0	0	0	0
FUBP1	3.14	23.92	14.61	38.54	3.09	16.47	11.94	2.54	1.51	0.5	1.36
FUBP3	0.33	2.54	6.83	5.9	0.84	2.33	1.31	0.08	0.16	0.37	0
FUCA1	0.15	0.66	0.39	1.13	0.15	0.82	0.45	0	0.02	0.11	0
FUCA1P1	0.23	0	0	0	0	0	0	0	0	0	0
FUCA2	1.88	1.31	3.16	1.94	0.55	0.9	0.72	0	0.04	0	0
FUK	0.28	1.73	3.04	2.05	2.87	1.15	2.37	0	0.06	0	0
FUNDC1	0.3	1.43	0	1.4	0.3	0.75	0.47	0	0.06	0.46	0
FUNDC2	1.51	3.69	1.85	4.82	0.97	1.2	2.24	0	0.21	0.09	0
FUNDC2P1	0	0	0	0.32	0	0	0	0	0	0	0
FUNDC2P2	0	0.15	0	0	0	0	0	0	0	0	0
FUNDC2P3	0	0	0	0	0	0	0	0	0	0	0
FUNDC2P4	0	0.57	0	0	0.97	0	0.88	0	0	0	0
FUOM	0	1.29	1.06	1.52	0	0	1.55	0	0.08	0	0
FURIN	2.94	4.51	2.26	5.63	2.75	0.78	2.8	0.13	0.33	0.3	0
FUS	2.57	22.67	22.84	50.43	3.64	21.62	17.12	1.16	2.06	2.1	0.59
FUT1	0.03	0.06	0	0	0	0	0	0	0	0	0
FUT10	0.09	0.65	1.09	1.92	0.35	0.84	1.11	0	0.1	0	0
FUT11	0.12	1.8	2.5	7.09	0.62	1.32	1.62	0	0.11	0	0.1
FUT2	0.44	0.06	0	1.41	0.22	0.08	0.15	0	0	0	0
FUT3	0.37	0	0	0	0	0	0	0	0	0	0
FUT4	0.21	0.31	0.37	1.09	0.34	0.28	0.39	0	0.03	0.03	0
FUT5	0	0	0	0	0	0	0	0	0	0	0
FUT6	0.08	0	0	0	0	0	0	0	0	0	0
FUT7	0	0.27	0	0.47	0.23	0.05	0.16	0	0	0	0
FUT8	3.06	13.26	4.4	5.65	1.43	4.16	2.32	0	0.3	1.08	0
FUT8-AS1	0	0.48	0	0	0	0	0	0	0.01	0	0
FUT9	0.07	0	0	0	0	0	0	0	0	0	0
FUZ	0	0.87	1.75	2.44	0.67	0.78	0.22	0	0	0	0
FXN	0.58	1.28	2.15	3.15	2.56	0.83	1.12	0	0.03	0	0
FXNP1	0	0	0	0	0	0	0	0	0	0	0
FXNP2	0	0	0	1.38	0	0.3	0	0	0.04	0	0
FXR1	2.64	11.73	13.82	18.04	1.39	7.07	6.56	0.69	2.02	1.63	0
FXR2	1.29	2.41	2.12	3.95	0.85	4.25	1.31	0	0.09	0.68	0
FXYD1	0	0.23	0	0	0	0	0	0	0	0	0
FXYD2	0	0.15	0	0.14	0	0	0.12	0	0.01	0	0
FXYD3	0.24	0	0	0	0	0	0	0	0.02	0	0
FXYD4	0	0	0	0	0	0	0	0	0	0	0
FXYD5	12.75	37.47	55.79	74.12	14.25	15	28.06	1.38	3.36	3.44	0.36
FXYD6	0.35	0.15	0	0.76	0	0.07	0.25	0.96	0.21	0	0
FXYD6-FXYD2	0	0	0	0	0	0	0	0	0	0	0
FXYD6P1	0	0	0	0	0	0	0	0	0	0	0
FXYD6P2	0	0	0	0	0	0	0	0	0	0	0
FXYD6P3	0	0	0	0	0	0	0	0	0	0	0
FXYD7	0	0.42	0.39	0.4	0	0.32	0.22	0	0.06	0	0
FYB	12.46	68.09	52.73	89.07	8.39	27.07	36.74	1.21	3.84	4.87	0.83
FYCO1	0.31	2.74	2.77	4.67	1.64	1.86	2.22	0	0.1	0.2	0.05
FYN	5.09	49.54	47.05	71.35	11.02	31.04	29.07	2.33	3.7	4.26	0
FYTTD1	2.48	2.89	6.17	7.79	3.4	4.81	2.46	0	0.51	3.11	0.09
FYTTD1P1	0	0	0	0	0	0	0	0	0	0	0
FZD1	0.21	0.1	0.16	0.36	0	0.03	0.2	0	0	0	0.03
FZD10	0.04	0	0	0	0	0	0	0	0	0	0
FZD10-AS1	1.73	0	0	0	0	0	0	0	0	0	0
FZD2	0	0	0	0.32	0	0	0.11	0	0	0	0
FZD3	0.98	0.11	0.05	0.39	0	0.1	0.79	0	0.01	0.02	0.02
FZD4	0.21	0.02	0	0.18	0	0.06	0	0	0	0	0
FZD5	0.13	0.01	0	0.06	0	0	0.05	0	0.01	0	0
FZD6	0.45	0.02	0.58	0.67	0	0.34	0.26	0	0.01	0	0
FZD7	0	0	0	0	0	0	0	0	0	0	0
FZD8	0.29	0	0	0	0.04	0	0	0	0	0	0
FZD9	0	0	0	0	0	0	0	0	0	0	0
FZR1	0.27	6.03	8.9	8.64	1.79	1.73	4.56	0	0.15	0.87	0
G0S2	12.94	0.45	0	0	5.59	0.16	0.15	3.78	2.41	1.48	0
